id,name,now_cost,position,team,dreamteam_count,goals_conceded,selected_rank_type,form,creativity_rank,ep_this,chance_of_playing_this_round,bonus,expected_assists,creativity,web_name,penalties_order,ict_index_rank,clean_sheets,ep_next,expected_goals_conceded,in_dreamteam,red_cards,expected_assists_per_90,threat,transfers_in,ict_index_rank_type,corners_and_indirect_freekicks_order,value_form,saves,news,total_points,expected_goals_per_90,cost_change_start,yellow_cards,goals_scored,threat_rank,chance_of_playing_next_round,points_per_game_rank_type,form_rank_type,value_season,influence_rank_type,direct_freekicks_order,minutes,bps,own_goals,news_added,points_per_game_rank,expected_goals,threat_rank_type,starts_per_90,penalties_saved,starts,event_points,expected_goals_conceded_per_90,points_per_game,assists,cost_change_start_fall,region,clean_sheets_per_90,cost_change_event_fall,goals_conceded_per_90,now_cost_rank,status,transfers_in_event,selected_by_percent,saves_per_90,influence,selected_rank,creativity_rank_type,ict_index,expected_goal_involvements_per_90,influence_rank,cost_change_event,now_cost_rank_type,penalties_missed,form_rank,expected_goal_involvements,transfers_out,transfers_out_event
288,Conor Coady,40,DEF,Leicester,0,1,116,0.0,440,0.0,100.0,0,0.00,0.0,Coady,,444,0,-0.5,0.99,False,0,0.0,0.0,23403,151,,0.0,0,,0,0.0,0,1,0,400,100.0,154,131,0.0,148,,7,-6,0,2024-08-12T14:30:04.626270Z,461,0.00,136,0.0,0,0,0,12.73,0.0,0,0,241.0,0.0,0,12.86,589,a,386,0.3,0.0,2.0,313,155,0.2,0.0,435,0,161,0,384,0.00,21865,538
289,Patson Daka,48,FWD,Leicester,0,0,59,0.0,627,0.0,75.0,0,0.00,0.0,Daka,2.0,631,0,-0.4,0.00,False,0,0.0,0.0,12839,56,,0.0,0,Lack of match fitness - 75% chance of playing,0,0.0,-2,0,0,615,75.0,58,54,0.0,56,,0,0,0,2024-08-12T14:30:04.636525Z,633,0.00,56,0.0,0,0,0,0.0,0.0,0,2,238.0,0.0,0,0.0,314,d,395,0.1,0.0,0.0,433,56,0.0,0.0,630,0,59,0,601,0.00,32987,332
290,Bobby De Cordova-Reid,52,MID,Leicester,0,4,184,0.2,318,0.1,50.0,0,0.06,14.9,De Cordova-Reid,,367,0,-0.1,4.05,False,0,0.03,19.0,2696,182,,0.0,0,Gashed Leg - 50% chance of playing,8,0.06,-3,0,0,277,50.0,158,179,1.5,192,,159,21,0,2024-11-08T16:00:07.429188Z,324,0.10,154,1.13,0,2,0,2.29,1.3,0,3,107.0,0.0,0,2.26,163,d,7,0.1,0.0,9.4,489,183,4.3,0.09,394,0,98,0,359,0.16,12690,192
291,Wout Faes,42,DEF,Leicester,0,21,12,1.2,294,1.2,,0,0.16,22.0,Faes,,110,1,0.7,20.55,False,0,0.01,71.0,1248921,24,,0.3,0,,23,0.09,2,1,1,154,,67,69,5.5,5,,990,94,0,,208,0.94,30,1.0,0,11,1,1.87,2.1,0,-2,21.0,0.09,0,1.91,576,a,4776,12.3,0.0,288.8,31,92,38.2,0.1,22,0,155,0,225,1.10,673465,22439
292,Michael Golding,44,MID,Leicester,0,0,105,0.0,547,0.0,,0,0.00,0.0,Golding,,553,0,-0.5,0.00,False,0,0.0,0.0,40329,229,,0.0,0,,0,0.0,-1,0,0,523,,232,194,0.0,226,,0,0,0,,556,0.00,220,0.0,0,0,0,0.0,0.0,0,1,241.0,0.0,0,0.0,529,a,865,0.3,0.0,0.0,316,231,0.0,0.0,550,0,306,0,506,0.00,20698,1295
293,Mads Hermansen,45,GKP,Leicester,0,21,29,1.8,420,1.8,,0,0.00,0.2,Hermansen,,124,1,1.3,20.55,False,0,0.0,0.0,100519,2,,0.4,43,,28,0.0,0,0,0,558,,24,20,6.2,2,,990,120,0,,168,0.00,58,1.0,0,11,1,1.87,2.5,0,0,58.0,0.09,0,1.91,410,a,447,0.9,3.91,356.2,215,7,35.8,0.0,6,0,17,0,188,0.00,66262,2243
294,Daniel Iversen,40,GKP,Leicester,0,0,33,0.0,455,0.0,,0,0.00,0.0,Iversen,,473,0,-0.5,0.00,False,0,0.0,0.0,22076,43,,0.0,0,,0,0.0,0,0,0,416,,43,35,0.0,43,,0,0,0,,475,0.00,16,0.0,0,0,0,0.0,0.0,0,0,58.0,0.0,0,0.0,607,a,99,0.6,0.0,0.0,239,25,0.0,0.0,470,0,53,0,399,0.00,33258,742
295,James Justin,46,DEF,Leicester,2,20,35,0.8,163,0.8,,2,0.18,76.7,Justin,,105,1,0.3,19.51,False,0,0.02,72.0,571519,21,,0.2,0,,32,0.04,1,1,2,151,,26,92,7.0,15,,892,116,0,,99,0.37,29,1.01,0,10,1,1.97,3.2,1,-1,241.0,0.1,0,2.02,349,a,881,3.9,0.0,247.6,87,39,39.7,0.06,46,0,49,0,276,0.55,213601,17325
296,Victor Kristiansen,45,DEF,Leicester,0,18,156,0.2,85,0.2,100.0,0,0.50,145.8,Kristiansen,,131,1,-0.3,18.37,False,0,0.05,2.0,7899,33,4.0,0.0,0,,13,0.0,0,1,0,369,100.0,104,117,2.9,29,,857,91,1,2024-10-27T22:00:06.301413Z,317,0.00,126,1.05,0,10,-1,1.93,1.3,0,0,58.0,0.11,0,1.89,414,a,92,0.1,0.0,193.6,427,18,34.1,0.05,88,0,82,0,343,0.50,12385,166
297,Wanya Marçal-Madivádua,45,MID,Leicester,0,0,260,0.0,575,0.0,0.0,0,0.00,0.0,Marcal,,580,0,0.0,0.00,False,0,0.0,0.0,754,244,,0.0,0,Loaned to De Graafschap,0,0.0,0,0,0,554,0.0,247,210,0.0,241,,0,0,0,2024-08-31T06:21:32.289998Z,583,0.00,236,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,406,u,0,0.0,0.0,0.0,604,246,0.0,0.0,577,0,244,0,535,0.00,4086,17
298,Stephy Mavididi,53,MID,Leicester,0,10,74,1.0,71,1.0,,3,1.60,156.8,Mavididi,3.0,108,1,0.5,12.32,False,0,0.24,111.0,161331,67,,0.2,0,,29,0.14,-2,2,2,98,,55,120,5.5,70,1.0,608,98,0,,132,0.97,63,1.04,0,7,0,1.82,2.9,0,2,241.0,0.15,0,1.48,149,a,218,0.7,0.0,123.0,227,55,38.7,0.38,181,0,86,0,256,2.57,144280,5610
299,Kasey McAteer,48,MID,Leicester,0,0,225,0.5,382,0.5,,0,0.01,2.9,McAteer,,395,0,0.0,0.24,False,0,0.02,11.0,1924,198,,0.1,0,,5,0.1,-2,0,0,311,,191,155,1.0,189,,36,13,0,,392,0.04,172,0.0,0,0,1,0.6,1.0,0,2,104.0,0.0,0,0.0,320,a,16,0.0,0.0,9.8,554,206,2.3,0.12,389,0,212,0,320,0.05,4099,56
300,Wilfred Ndidi,50,MID,Leicester,1,18,86,2.0,80,2.0,,1,1.11,147.2,Ndidi,,51,1,1.5,18.32,False,0,0.11,150.0,100247,35,,0.4,0,,31,0.09,0,3,0,69,,58,73,6.2,9,,915,170,1,,138,0.95,42,1.08,0,11,2,1.8,2.8,4,0,157.0,0.1,0,1.77,201,a,298,0.5,0.0,261.8,265,61,55.9,0.2,35,0,126,0,174,2.06,76588,2432
301,Caleb Okoli,40,DEF,Leicester,0,13,71,0.5,360,0.5,,1,0.04,6.6,Okoli,,210,1,0.0,14.93,False,0,0.01,36.0,155512,63,,0.1,0,,13,0.02,0,1,0,222,,76,95,3.2,28,,630,72,0,,236,0.14,61,1.0,0,7,0,2.13,1.9,0,0,106.0,0.14,0,1.86,638,a,1199,1.3,0.0,194.8,186,116,23.7,0.03,87,0,188,0,301,0.18,49750,3590
302,Ricardo Barbosa Pereira,42,DEF,Leicester,0,4,154,0.5,363,0.5,,0,0.03,5.7,Ricardo,,396,0,0.0,2.08,False,0,0.02,2.0,4155,130,,0.1,0,Hamstring injury - Expected back 01 Mar,2,0.0,-3,1,0,365,0.0,123,96,0.5,134,,146,10,0,2024-11-10T23:00:07.847243Z,355,0.00,122,1.23,0,2,0,1.28,1.0,0,3,173.0,0.0,0,2.47,572,i,81,0.1,0.0,13.8,424,119,2.2,0.02,376,0,151,0,302,0.03,16000,293
303,Harry Souttar,40,DEF,Leicester,0,0,212,0.0,451,0.0,0.0,0,0.00,0.0,Souttar,,469,0,0.0,0.00,False,0,0.0,0.0,0,161,,0.0,0,Season long loan to Sheffield United,0,0.0,0,0,0,412,0.0,158,136,0.0,161,,0,0,0,2024-08-07T08:21:01.638839Z,471,0.00,142,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,603,u,0,0.0,0.0,0.0,634,160,0.0,0.0,466,0,169,0,395,0.00,1306,14
304,Jakub Stolarczyk,40,GKP,Leicester,0,0,66,0.0,468,0.0,0.0,0,0.00,0.0,Stolarczyk,,485,0,0.0,0.00,False,0,0.0,0.0,3429,50,,0.0,0,Ankle injury - Expected back 25 Jan,0,0.0,0,0,0,430,0.0,50,43,0.0,50,,0,0,0,2024-07-25T11:00:04.015354Z,486,0.00,24,0.0,0,0,0,0.0,0.0,0,0,172.0,0.0,0,0.0,624,i,47,0.0,0.0,0.0,523,33,0.0,0.0,482,0,61,0,412,0.00,3698,110
305,Luke Thomas,39,DEF,Leicester,0,0,73,0.0,428,0.0,,0,0.00,0.0,Thomas,,448,0,-0.5,0.00,False,0,0.0,0.0,101555,152,,0.0,0,,0,0.0,-1,0,0,387,,149,124,0.0,152,,0,0,0,,450,0.00,130,0.0,0,0,0,0.0,0.0,0,1,241.0,0.0,0,0.0,672,a,8323,1.2,0.0,0.0,190,150,0.0,0.0,445,0,218,0,371,0.00,50139,2725
306,Jamie Vardy,57,FWD,Leicester,0,18,11,4.8,139,4.8,100.0,7,0.61,99.3,Vardy,1.0,73,1,3.2,18.90,False,0,0.07,186.0,1837578,17,,0.8,0,Back injury - 75% chance of playing,43,0.37,2,3,4,47,75.0,14,10,7.5,15,,843,163,0,2024-11-10T23:00:07.879182Z,38,3.51,17,1.07,0,10,0,2.02,4.3,1,-2,241.0,0.11,0,1.92,94,d,3441,9.5,0.0,178.6,48,13,46.2,0.44,107,0,29,0,30,4.12,1223653,81222
307,Jannik Vestergaard,40,DEF,Leicester,0,7,51,0.8,321,0.8,100.0,0,0.02,13.9,Vestergaard,,312,0,0.3,4.71,False,0,0.0,7.0,215399,101,,0.2,0,,5,0.0,0,1,0,329,100.0,106,84,1.2,92,,360,22,0,2024-10-24T16:30:05.805561Z,326,0.01,109,1.0,0,4,1,1.18,1.2,0,0,58.0,0.0,0,1.75,588,a,1043,1.9,0.0,78.2,142,103,9.9,0.0,247,0,160,0,265,0.03,215699,2028
308,Danny Ward,40,GKP,Leicester,0,0,20,0.0,441,0.0,,0,0.00,0.0,Ward,,459,0,-0.5,0.00,False,0,0.0,0.0,76185,36,,0.0,0,,0,0.0,0,0,0,401,,36,28,0.0,36,,0,0,0,,462,0.00,9,0.0,0,0,0,0.0,0.0,0,0,244.0,0.0,0,0.0,590,a,399,2.2,0.0,0.0,130,18,0.0,0.0,456,0,46,0,385,0.00,105500,2530
309,Harry Winks,45,MID,Leicester,0,19,8,2.8,39,2.8,,0,1.18,209.7,Winks,,103,0,2.3,16.71,False,0,0.12,21.0,1134432,64,2.0,0.6,0,,22,0.02,0,3,0,264,,83,41,4.9,40,,855,159,0,,197,0.16,146,0.95,0,9,2,1.76,2.2,2,0,241.0,0.0,0,2.0,366,a,13502,12.5,0.0,167.8,29,34,40.0,0.14,121,0,231,0,99,1.34,1167700,33412
501,Oliver Skipp,48,MID,Leicester,0,8,207,0.2,231,0.2,,0,0.21,47.7,Skipp,,306,1,-0.3,11.57,False,0,0.05,9.0,3183,152,,0.0,0,,9,0.01,-2,2,0,323,,142,172,1.9,140,,401,47,0,,302,0.05,177,1.12,0,5,0,2.6,1.5,0,2,241.0,0.22,0,1.8,305,a,34,0.0,0.0,50.0,526,141,10.6,0.06,300,0,203,0,350,0.26,4675,103
570,Abdul Fatawu,53,MID,Leicester,0,14,95,2.5,133,2.5,100.0,3,1.42,104.3,A.Fatawu,,102,0,2.0,11.00,False,0,0.22,148.0,68021,63,,0.5,0,,26,0.06,-2,0,0,73,100.0,78,54,4.9,52,,576,125,0,2024-11-01T11:00:08.631689Z,183,0.41,45,0.94,0,6,2,1.72,2.4,2,2,81.0,0.0,0,2.19,157,a,259,0.3,0.0,147.6,294,96,40.1,0.28,149,0,93,0,130,1.83,84715,898
606,Will Alves,45,MID,Leicester,0,0,162,0.0,602,0.0,,0,0.00,0.0,Alves,,606,0,-0.5,0.00,False,0,0.0,0.0,10280,266,,0.0,0,,0,0.0,0,0,0,584,,269,236,0.0,263,,0,0,0,,609,0.00,259,0.0,0,0,0,0.0,0.0,0,0,241.0,0.0,0,0.0,448,a,57,0.1,0.0,0.0,446,268,0.0,0.0,603,0,276,0,566,0.00,9397,231
616,Ben Nelson,40,DEF,Leicester,0,0,200,0.0,486,0.0,0.0,0,0.00,0.0,Nelson,,503,0,0.0,0.00,False,0,0.0,0.0,2208,178,,0.0,0,Loaned to Oxford United,0,0.0,0,0,0,449,0.0,175,155,0.0,178,,0,0,0,2024-08-31T06:22:31.067773Z,505,0.00,161,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,645,u,0,0.0,0.0,0.0,593,177,0.0,0.0,500,0,193,0,432,0.00,3323,28
635,Bilal El Khannouss,49,MID,Leicester,0,6,221,1.2,166,1.2,,0,0.35,73.6,El Khannouss,,310,0,0.7,4.75,False,0,0.16,12.0,5190,155,,0.2,0,,8,0.04,-1,0,0,303,,167,109,1.6,173,,197,28,0,,342,0.08,167,0.91,0,2,1,2.17,1.1,0,1,145.0,0.0,0,2.74,289,a,35,0.0,0.0,17.6,549,109,10.2,0.2,363,0,190,0,234,0.43,3580,113
310,Alisson Ramses Becker,54,GKP,Liverpool,1,2,14,0.0,662,0.0,0.0,5,0.00,0.0,A.Becker,,287,4,0.8,3.74,False,0,0.0,0.0,543367,21,,0.0,15,Hamstring injury - 50% chance of playing,35,0.0,-1,0,0,659,50.0,1,71,6.5,21,,528,131,0,2024-10-05T14:00:07.200306Z,11,0.00,70,1.02,0,6,0,0.64,5.8,0,1,30.0,0.68,0,0.34,128,d,1002,5.4,2.56,126.8,70,71,12.6,0.0,176,0,3,0,649,0.00,1201190,11132
311,Trent Alexander-Arnold,70,DEF,Liverpool,1,6,3,1.5,17,2.5,,6,2.95,303.5,Alexander-Arnold,,55,5,1.5,7.36,False,0,0.31,52.0,1488514,7,1.0,0.2,0,Hamstring injury - 50% chance of playing,47,0.04,0,2,0,193,50.0,4,66,6.7,30,1.0,866,201,0,2024-11-10T01:30:08.685145Z,40,0.38,47,1.14,0,11,1,0.76,4.3,1,0,241.0,0.52,0,0.62,25,d,7611,27.4,0.0,192.6,8,3,54.7,0.35,90,0,1,0,221,3.33,1774191,184841
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0,0,203,0.0,604,0.0,0.0,0,0.00,0.0,Bajcetic,,608,0,0.0,0.00,False,0,0.0,0.0,2712,268,,0.0,0,Loaned to RB Salzburg,0,0.0,0,0,0,586,0.0,271,238,0.0,265,,0,0,0,2024-08-31T06:19:45.092198Z,611,0.00,261,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,450,u,0,0.0,0.0,0.0,519,270,0.0,0.0,605,0,278,0,568,0.00,16270,82
313,Conor Bradley,47,DEF,Liverpool,0,1,115,1.8,352,2.8,100.0,0,0.16,8.2,Bradley,,319,1,3.3,2.10,False,0,0.1,52.0,14020,104,,0.4,0,,11,0.15,-3,0,0,192,100.0,85,59,2.3,121,,141,40,0,2024-10-20T21:30:07.027689Z,258,0.24,46,0.0,0,0,6,1.34,1.8,0,3,242.0,0.64,0,0.64,342,a,4269,0.3,0.0,26.4,312,112,8.6,0.25,340,0,46,0,189,0.40,50708,535
315,Bobby Clark,45,MID,Liverpool,0,0,261,0.0,588,0.0,0.0,0,0.00,0.0,Clark,,592,0,0.0,0.00,False,0,0.0,0.0,444,253,,0.0,0,Transferred to RB Salzburg,0,0.0,0,0,0,569,0.0,256,221,0.0,250,,0,0,0,2024-08-22T11:22:35.466323Z,595,0.00,245,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,426,u,0,0.0,0.0,0.0,605,255,0.0,0.0,589,0,256,0,549,0.00,4912,30
316,Darwin Núñez Ribeiro,71,FWD,Liverpool,0,5,22,3.5,227,4.5,,1,0.19,49.2,Darwin,3.0,166,2,5.0,5.31,False,0,0.04,136.0,180674,25,,0.5,0,,23,0.33,-4,2,2,83,,23,17,3.2,21,,423,106,0,,135,1.53,25,0.85,0,4,7,1.13,2.9,1,4,230.0,0.43,0,1.06,24,a,14821,2.4,0.0,116.2,121,27,30.3,0.37,189,0,10,0,70,1.72,522635,3132
317,Diogo Teixeira da Silva,72,MID,Liverpool,0,1,31,0.2,214,0.0,0.0,1,0.32,55.1,Diogo J.,,154,4,0.0,3.14,False,0,0.06,157.0,1022288,86,,0.0,0,Rib Injury - Expected back 01 Dec,35,0.5,-3,1,2,66,0.0,9,185,4.9,81,,492,85,0,2024-10-20T21:30:07.041173Z,19,2.72,39,1.28,0,7,0,0.57,5.0,3,3,173.0,0.73,1,0.18,21,i,133,3.2,0.0,105.0,102,134,31.6,0.56,206,-1,13,0,369,3.04,2356916,11294
318,Ben Doak,45,MID,Liverpool,0,0,256,0.0,591,0.0,0.0,0,0.00,0.0,Doak,,595,0,0.0,0.00,False,0,0.0,0.0,1136,256,,0.0,0,Loaned to Middlesbrough,0,0.0,0,0,0,572,0.0,259,224,0.0,253,,0,0,0,2024-08-31T06:17:31.171503Z,598,0.00,248,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,429,u,0,0.0,0.0,0.0,598,258,0.0,0.0,592,0,259,0,552,0.00,5174,38
319,Harvey Elliott,52,MID,Liverpool,0,0,121,0.0,388,0.0,0.0,0,0.02,2.0,Elliott,,438,0,0.8,0.00,False,0,0.26,2.0,11149,216,,0.0,0,Foot injury - 50% chance of playing,1,0.0,-3,0,0,380,50.0,202,288,0.2,301,,7,3,0,2024-09-08T23:00:06.842081Z,406,0.00,209,0.0,0,0,0,0.0,1.0,0,3,241.0,0.0,0,0.0,170,d,20,0.2,0.0,0.0,348,208,0.4,0.26,661,0,103,0,642,0.02,106656,253
320,Endo Wataru,47,MID,Liverpool,0,0,146,0.8,331,1.8,,0,0.01,11.5,Endo,,397,0,2.3,0.17,False,0,0.05,0.0,14588,199,,0.2,0,,5,0.0,-3,0,0,607,,185,131,1.1,184,,19,17,0,,383,0.00,275,0.0,0,0,1,0.81,1.0,0,3,108.0,0.0,0,0.0,332,a,238,0.1,0.0,10.8,407,190,2.2,0.05,384,0,219,0,279,0.01,24737,413
321,Cody Gakpo,71,FWD,Liverpool,0,3,25,3.2,107,4.2,,3,0.65,126.1,Gakpo,,162,1,4.7,4.50,False,0,0.14,87.0,145867,24,,0.5,0,,22,0.15,-4,2,1,125,,30,20,3.1,22,,414,98,0,,234,0.68,28,0.65,0,3,1,0.98,2.0,1,4,152.0,0.22,0,0.65,23,a,4955,2.1,0.0,92.6,138,7,30.6,0.29,225,0,9,0,83,1.33,365229,7419
322,Joe Gomez,48,DEF,Liverpool,0,0,102,0.5,404,1.5,,0,0.00,0.8,Gomez,,321,0,2.0,0.45,False,0,0.0,50.0,17678,105,,0.1,0,,3,0.49,-2,0,0,196,,135,106,0.6,117,,55,19,0,,390,0.30,48,0.0,0,0,0,0.74,1.0,0,2,241.0,0.0,0,0.0,301,a,542,0.4,0.0,32.8,272,142,8.4,0.49,328,0,33,0,319,0.30,45459,1143
323,Ryan Gravenberch,50,MID,Liverpool,0,6,66,2.2,135,3.2,,1,1.17,103.2,Gravenberch,,188,6,3.7,9.37,False,0,0.11,32.0,150706,98,,0.4,0,,27,0.02,0,2,0,232,,73,65,5.4,53,,990,187,0,,173,0.21,130,1.0,0,11,3,0.85,2.5,0,0,152.0,0.55,0,0.55,223,a,2517,0.9,0.0,143.4,209,98,27.9,0.13,152,0,143,0,148,1.38,91965,4098
324,Curtis Jones,53,MID,Liverpool,1,3,75,5.5,173,6.5,100.0,3,0.09,70.7,Jones,,173,2,7.0,4.61,False,0,0.02,101.0,73376,94,,1.0,0,,28,0.29,-2,0,1,109,100.0,33,5,5.3,69,,407,118,0,2024-08-27T11:00:05.666567Z,78,1.29,70,0.88,0,4,3,1.02,3.5,2,2,241.0,0.44,0,0.66,152,a,5953,0.6,0.0,123.2,233,111,29.6,0.31,180,0,88,0,15,1.38,22951,3222
325,Caoimhin Kelleher,45,GKP,Liverpool,0,4,19,3.0,556,4.0,,1,0.00,0.0,Kelleher,,295,2,4.5,5.49,False,0,0.0,0.0,268217,22,,0.7,15,,21,0.0,0,0,0,535,,5,10,4.7,22,,450,83,0,,41,0.00,57,1.0,0,5,6,1.1,4.2,0,0,104.0,0.4,-1,0.8,370,a,23940,2.2,3.0,112.0,129,63,11.2,0.0,196,1,16,0,88,0.00,81534,3184
326,Ibrahima Konaté,53,DEF,Liverpool,0,6,9,2.2,243,3.2,100.0,1,0.12,42.6,Konaté,,144,5,3.7,8.64,False,0,0.01,63.0,1827135,39,,0.4,0,,46,0.09,3,3,1,170,100.0,5,46,8.7,21,,884,197,0,2024-11-02T18:30:07.678298Z,43,0.88,35,1.02,0,10,6,0.88,4.2,1,-3,73.0,0.51,0,0.61,151,a,76571,14.5,0.0,220.8,25,70,32.8,0.1,66,0,18,0,151,1.00,612009,12644
327,Luis Díaz,77,MID,Liverpool,3,3,6,2.5,48,3.5,,8,1.24,196.0,Luis Díaz,,24,6,4.0,5.53,False,0,0.17,265.0,4056189,18,,0.3,0,,64,0.41,2,0,5,26,,7,59,8.3,7,,646,207,0,,13,2.93,15,1.11,0,8,3,0.77,5.8,2,-2,48.0,0.84,0,0.42,16,a,41318,24.1,0.0,269.0,12,41,73.0,0.58,30,0,10,0,135,4.17,2572778,89388
328,Mohamed Salah,129,MID,Liverpool,4,6,2,11.2,20,12.2,,21,2.00,279.0,M.Salah,2.0,1,6,12.7,9.22,True,0,0.19,571.0,3274827,1,,0.9,0,,107,0.6,4,0,8,2,,1,1,8.3,1,,964,354,0,,1,6.46,1,1.03,0,11,14,0.86,9.7,6,-4,63.0,0.56,-1,0.56,2,a,242343,49.4,0.0,472.6,3,16,132.1,0.79,1,1,1,0,1,8.46,1713027,2178
329,Alexis Mac Allister,62,MID,Liverpool,0,4,50,1.2,70,2.2,100.0,0,1.42,158.6,Mac Allister,,120,5,2.7,7.21,False,0,0.16,97.0,80712,74,,0.2,0,,20,0.04,-3,4,0,114,100.0,119,115,3.2,78,,776,118,0,2024-10-18T17:00:07.554852Z,265,0.32,73,1.16,0,10,3,0.84,1.8,0,3,10.0,0.58,0,0.46,69,a,1537,1.5,0.0,108.6,170,54,36.4,0.2,201,0,45,0,242,1.74,220685,2511
330,James McConnell,44,MID,Liverpool,0,0,189,0.0,543,1.0,100.0,0,0.00,0.0,McConnell,,549,0,1.5,0.00,False,0,0.0,0.0,5345,225,,0.0,0,,0,0.0,-1,0,0,519,100.0,228,190,0.0,222,,0,0,0,2024-09-10T11:24:32.362482Z,552,0.00,216,0.0,0,0,0,0.0,0.0,0,1,,0.0,0,0.0,523,a,358,0.1,0.0,0.0,497,227,0.0,0.0,546,0,301,0,502,0.00,4596,271
331,Tyler Morton,44,MID,Liverpool,0,0,138,0.0,541,1.0,100.0,0,0.00,0.0,Morton,,547,0,1.5,0.00,False,0,0.0,0.0,22799,224,,0.0,0,,0,0.0,-1,0,0,517,100.0,227,189,0.0,221,,0,0,0,2024-09-10T11:27:39.864039Z,550,0.00,215,0.0,0,0,0,0.0,0.0,0,1,241.0,0.0,0,0.0,519,a,993,0.2,0.0,0.0,389,226,0.0,0.0,544,0,300,0,500,0.00,13393,1278
332,Nathaniel Phillips,40,DEF,Liverpool,0,0,166,0.0,453,0.0,0.0,0,0.00,0.0,N.Phillips,,471,0,0.0,0.00,False,0,0.0,0.0,4026,163,,0.0,0,Loaned to Derby County,0,0.0,0,0,0,414,0.0,160,138,0.0,163,,0,0,0,2024-08-31T06:18:33.693343Z,473,0.00,144,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,605,u,0,0.1,0.0,0.0,460,162,0.0,0.0,468,0,171,0,397,0.00,15678,90
333,Jarell Quansah,39,DEF,Liverpool,0,0,79,0.0,406,1.0,100.0,0,0.00,0.5,Quansah,,410,0,1.5,0.31,False,0,0.0,0.0,59959,137,,0.0,0,,1,0.0,-6,0,0,388,100.0,116,125,0.3,131,,45,7,0,2024-08-23T09:30:06.099816Z,347,0.00,131,2.0,0,1,0,0.62,1.0,0,6,241.0,0.0,1,0.0,673,a,975,0.9,0.0,15.8,207,143,1.6,0.0,370,-1,219,0,372,0.00,550438,2217
334,Rhys Williams,40,DEF,Liverpool,0,0,179,0.0,459,0.0,0.0,0,0.00,0.0,R.Williams,,477,0,0.0,0.00,False,0,0.0,0.0,828,166,,0.0,0,Loaned to Morecambe,0,0.0,0,0,0,420,0.0,162,141,0.0,166,,0,0,0,2024-08-22T11:18:16.485954Z,478,0.00,147,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,612,u,0,0.1,0.0,0.0,490,165,0.0,0.0,474,0,175,0,403,0.00,12915,71
335,Andrew Robertson,59,DEF,Liverpool,0,5,24,2.8,44,3.8,,2,1.33,203.3,Robertson,,106,5,4.3,7.38,False,0,0.16,78.0,692303,22,2.0,0.5,0,,39,0.05,-1,1,0,141,,9,28,6.6,76,,755,180,0,,55,0.38,23,1.07,0,9,8,0.88,3.9,0,1,243.0,0.6,0,0.6,82,a,13979,5.0,0.0,114.2,73,6,39.5,0.21,191,0,7,0,107,1.71,702843,5637
336,Dominik Szoboszlai,63,MID,Liverpool,0,4,48,1.2,38,2.2,,1,1.21,211.1,Szoboszlai,,91,4,2.7,6.55,False,0,0.15,120.0,214882,55,,0.2,0,,27,0.18,-2,3,0,90,,75,116,4.3,98,,744,126,0,,175,1.45,56,0.97,0,8,1,0.79,2.5,2,2,98.0,0.48,0,0.48,62,a,1069,1.6,0.0,90.2,165,33,42.3,0.33,229,0,40,0,243,2.66,307827,5259
337,Konstantinos Tsimikas,46,DEF,Liverpool,0,1,118,1.0,218,2.0,100.0,1,0.59,53.2,Tsimikas,,281,1,2.5,2.00,False,0,0.23,19.0,20611,93,3.0,0.2,0,,13,0.03,-4,0,0,275,100.0,66,81,2.8,99,,228,68,0,2024-10-18T17:00:07.570138Z,199,0.08,84,0.79,0,2,0,0.79,2.2,0,4,83.0,0.39,0,0.39,348,a,730,0.3,0.0,61.0,325,57,13.5,0.26,279,0,48,0,251,0.67,42495,1172
339,Virgil van Dijk,63,DEF,Liverpool,0,6,6,5.0,188,6.0,,3,0.24,65.1,Virgil,,95,6,6.5,9.37,True,0,0.02,82.0,1101911,19,,0.8,0,,56,0.04,3,1,1,132,,1,5,8.9,7,3.0,990,236,0,,18,0.46,20,1.0,0,11,6,0.85,5.1,1,-3,152.0,0.55,-1,0.55,53,a,114972,19.4,0.0,272.2,18,48,41.8,0.06,28,1,2,0,26,0.70,582959,8501
636,Federico Chiesa,68,MID,Liverpool,0,0,144,0.0,403,0.0,0.0,0,0.08,0.9,Chiesa,,414,0,0.8,0.55,False,0,0.4,15.0,44082,205,,0.0,0,Knock - 50% chance of playing,1,0.8,-2,0,0,296,50.0,212,307,0.1,220,,18,-1,0,2024-10-02T00:30:05.860798Z,420,0.16,162,0.0,0,0,0,2.75,1.0,0,2,106.0,0.0,0,0.0,34,d,40,0.2,0.0,0.2,404,214,1.6,1.2,444,0,18,0,671,0.24,43351,371
