id,name,now_cost,position,team,dreamteam_count,goals_conceded,selected_rank_type,form,creativity_rank,ep_this,chance_of_playing_this_round,bonus,expected_assists,creativity,web_name,penalties_order,ict_index_rank,clean_sheets,ep_next,expected_goals_conceded,in_dreamteam,red_cards,expected_assists_per_90,threat,transfers_in,ict_index_rank_type,corners_and_indirect_freekicks_order,value_form,saves,news,total_points,expected_goals_per_90,cost_change_start,yellow_cards,goals_scored,threat_rank,chance_of_playing_next_round,points_per_game_rank_type,form_rank_type,value_season,influence_rank_type,direct_freekicks_order,minutes,bps,own_goals,news_added,points_per_game_rank,expected_goals,threat_rank_type,starts_per_90,penalties_saved,starts,event_points,expected_goals_conceded_per_90,points_per_game,assists,cost_change_start_fall,region,clean_sheets_per_90,cost_change_event_fall,goals_conceded_per_90,now_cost_rank,status,transfers_in_event,selected_by_percent,saves_per_90,influence,selected_rank,creativity_rank_type,ict_index,expected_goal_involvements_per_90,influence_rank,cost_change_event,now_cost_rank_type,penalties_missed,form_rank,expected_goal_involvements,transfers_out,transfers_out_event
179,Mykhailo Mudryk,62,MID,Chelsea,0,2,116,0.8,266,0.3,,0,0.66,31.5,Mudryk,,320,0,1.3,3.28,False,0,0.41,31.0,15614,158,,0.1,0,,7,0.15,-3,0,0,235,,208,147,1.1,162,,145,26,0,,415,0.24,133,0.62,0,1,1,2.04,1.0,0,3,225.0,0.0,0,1.24,72,a,365,0.2,0.0,23.2,337,158,8.5,0.56,344,0,48,0,298,0.90,34489,416
180,Nicolas Jackson,79,FWD,Chelsea,2,12,5,4.5,75,4.0,,9,0.38,151.8,N.Jackson,,11,2,5.0,13.41,False,0,0.04,387.0,2684588,3,,0.6,0,,60,0.62,4,4,6,6,,6,11,7.6,4,,865,252,0,,14,5.95,2,1.14,0,11,2,1.4,5.5,3,-4,189.0,0.21,0,1.25,14,a,63243,16.9,0.0,298.2,20,2,83.7,0.66,18,0,5,0,36,6.33,1237865,47311
181,Christopher Nkunku,59,MID,Chelsea,0,1,37,0.5,220,0.0,,1,0.19,51.4,Nkunku,2.0,219,0,1.0,2.33,False,0,0.11,112.0,231527,112,,0.1,0,,15,1.19,-6,1,1,97,,145,165,2.5,127,,153,55,0,,305,2.02,62,0.59,0,1,1,1.37,1.5,0,6,73.0,0.0,0,0.59,84,a,1658,2.5,0.0,62.8,119,136,22.4,1.3,277,0,53,0,331,2.21,1524709,4941
182,Cole Palmer,109,MID,Chelsea,3,13,1,4.2,4,2.8,75.0,13,2.51,386.3,Palmer,1.0,4,2,3.5,14.15,True,0,0.24,281.0,3835590,3,1.0,0.4,0,Knock - 75% chance of playing,84,0.46,4,3,7,22,75.0,3,18,7.7,2,1.0,955,356,0,2024-11-12T14:30:07.656076Z,3,4.88,11,1.04,0,11,2,1.33,7.6,5,-4,241.0,0.19,1,1.23,3,d,87786,53.5,0.0,429.6,2,4,109.8,0.7,4,-1,2,0,45,7.39,2073053,62140
183,Đorđe Petrović,44,GKP,Chelsea,0,0,50,0.0,542,0.0,0.0,0,0.00,0.0,Petrović,,548,0,0.0,0.00,False,0,0.0,0.0,2753,69,,0.0,0,Loaned to Strasbourg,0,0.0,-1,0,0,518,0.0,69,67,0.0,69,,0,0,0,2024-08-31T06:26:07.653045Z,551,0.00,53,0.0,0,0,0,0.0,0.0,0,1,,0.0,0,0.0,520,u,0,0.2,0.0,0.0,358,61,0.0,0.0,545,0,30,0,501,0.00,59316,249
184,Renato Palma Veiga,45,MID,Chelsea,0,1,120,0.0,351,-0.5,,0,0.15,8.4,Renato Veiga,,345,1,0.5,2.29,False,0,0.08,19.0,37498,170,,0.0,0,,5,0.09,0,2,0,274,,178,243,1.1,155,,164,17,0,,376,0.16,152,0.55,0,1,0,1.26,1.0,0,0,173.0,0.55,0,0.55,456,a,167,0.2,0.0,30.4,346,196,5.8,0.17,334,0,283,0,574,0.31,29205,697
185,Robert Sánchez,47,GKP,Chelsea,2,13,6,2.0,624,1.5,,5,0.01,0.0,Sánchez,,148,2,2.5,14.55,False,0,0.0,0.0,1398587,3,,0.4,42,,44,0.0,2,2,0,609,,7,18,9.4,3,,990,171,0,,52,0.00,62,1.0,1,11,2,1.32,4.0,0,-2,200.0,0.18,0,1.18,337,a,25590,11.5,3.82,326.0,35,66,32.5,0.0,11,0,12,0,168,0.01,535202,12591
187,Tosin Adarabioyo,43,DEF,Chelsea,0,2,142,-0.2,330,-0.7,,0,0.00,11.7,Tosin,,353,1,0.3,3.16,False,0,0.0,0.0,14455,115,,0.0,0,,7,0.0,-2,1,0,480,,79,222,1.6,114,,171,42,0,,251,0.00,186,1.05,0,2,0,1.66,1.8,0,2,241.0,0.53,0,1.05,540,a,84,0.2,0.0,38.6,393,105,5.1,0.0,323,0,124,0,675,0.00,25825,361
189,Wesley Fofana,45,DEF,Chelsea,0,11,96,1.2,189,0.7,100.0,2,0.12,64.7,W.Fofana,,194,1,1.3,12.26,False,0,0.01,29.0,74452,57,,0.3,0,Knee injury - 75% chance of playing,16,0.04,0,6,0,238,75.0,95,72,3.6,43,,866,107,0,2024-11-11T16:00:06.375382Z,285,0.40,67,1.04,0,10,2,1.27,1.6,0,0,73.0,0.1,0,1.14,396,d,1794,0.5,0.0,173.6,263,49,26.8,0.05,112,0,77,0,228,0.52,71746,893
386,Jadon Sancho,63,MID,Chelsea,0,4,59,0.2,119,-0.2,75.0,1,0.86,116.5,Sancho,,213,0,0.5,3.60,False,0,0.25,41.0,328355,108,,0.0,0,Knock - 75% chance of playing,19,0.02,-2,1,0,215,75.0,25,182,3.0,109,,305,79,0,2024-11-07T09:00:07.812014Z,62,0.08,123,1.18,0,4,0,1.06,3.8,4,2,241.0,0.0,0,1.18,57,d,174,1.0,0.0,75.8,198,88,23.3,0.27,250,0,35,0,366,0.94,285253,8884
560,Pedro Lomba Neto,62,MID,Chelsea,0,6,68,4.2,37,3.7,,4,1.30,212.5,Neto,,76,0,4.7,8.19,False,0,0.21,101.0,102585,46,4.0,0.7,0,,25,0.07,-3,4,1,110,,82,16,4.0,55,,555,115,0,,193,0.43,71,0.81,0,5,9,1.33,2.3,2,3,173.0,0.0,0,0.97,70,a,21409,0.9,0.0,142.4,212,32,45.6,0.28,154,0,46,0,42,1.73,134991,1646
575,Caleb Wiley,40,DEF,Chelsea,0,0,199,0.0,482,0.0,0.0,0,0.00,0.0,Wiley,,499,0,0.0,0.00,False,0,0.0,0.0,0,175,,0.0,0,Loaned to Strasbourg,0,0.0,0,0,0,444,0.0,171,151,0.0,175,,0,0,0,2024-08-13T07:07:06.645739Z,500,0.00,157,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,640,u,0,0.0,0.0,0.0,589,174,0.0,0.0,496,0,189,0,427,0.00,3287,25
581,Filip Jørgensen,42,GKP,Chelsea,0,0,53,0.0,507,-0.5,,0,0.00,0.0,Jørgensen,,524,0,0.5,0.00,False,0,0.0,0.0,7001,61,,0.0,0,,0,0.0,-3,0,0,475,,61,54,0.0,61,,0,0,0,,527,0.00,35,0.0,0,0,0,0.0,0.0,0,3,58.0,0.0,0,0.0,577,a,210,0.2,0.0,0.0,372,44,0.0,0.0,521,0,39,0,458,0.00,24845,257
621,João Félix Sequeira,61,MID,Chelsea,0,0,83,0.0,300,-0.5,,0,0.11,19.9,João Félix,,292,0,0.5,1.18,False,0,0.08,57.0,147375,143,,0.0,0,,9,0.36,-4,1,1,183,,117,301,1.5,145,,118,33,0,,263,0.47,110,0.0,0,0,0,0.9,1.8,0,4,173.0,0.0,0,0.0,76,a,1019,0.5,0.0,45.0,258,172,12.1,0.44,307,0,50,0,663,0.58,137972,1321
11,Eddie Nketiah,59,FWD,Crystal Palace,0,8,43,1.2,158,0.0,0.0,0,0.39,84.2,Nketiah,,178,1,0.0,7.90,False,0,0.07,162.0,154683,26,,0.2,0,Hamstring injury - Unknown return date,12,0.19,-1,1,0,63,0.0,33,31,2.0,31,,488,58,0,2024-11-08T15:00:07.256448Z,280,1.02,22,1.11,0,6,0,1.46,1.7,0,1,241.0,0.18,0,1.48,83,i,27,0.6,0.0,46.2,247,18,29.0,0.26,305,0,24,0,241,1.41,150237,5514
159,Trevoh Chalobah,44,DEF,Crystal Palace,1,6,101,4.5,254,4.5,100.0,2,0.06,38.4,Chalobah,,206,1,4.5,7.01,False,0,0.01,63.0,43093,60,,1.0,0,,20,0.07,-1,0,1,167,100.0,7,7,4.5,64,,447,87,0,2024-09-13T15:30:06.602568Z,50,0.36,33,1.01,0,5,1,1.41,4.0,0,1,241.0,0.2,0,1.21,493,a,2647,0.4,0.0,139.2,271,76,24.1,0.08,162,0,97,0,31,0.42,22157,1570
190,Naouirou Ahamada,45,MID,Crystal Palace,0,0,153,0.0,578,0.0,0.0,0,0.00,0.0,Ahamada,,583,0,0.0,0.00,False,0,0.0,0.0,6178,247,,0.0,0,Loaned to Rennes,0,0.0,0,0,0,557,0.0,250,213,0.0,244,,0,0,0,2024-08-31T06:25:25.419519Z,586,0.00,239,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,409,u,0,0.1,0.0,0.0,423,249,0.0,0.0,580,0,247,0,538,0.00,30892,198
193,Cheick Doucouré,49,MID,Crystal Palace,0,2,191,0.5,358,0.5,100.0,0,0.01,6.8,C.Doucouré,,379,0,0.5,2.09,False,0,0.01,7.0,10985,186,,0.1,0,,8,0.04,-1,0,0,334,100.0,134,156,1.6,171,,129,23,0,2024-09-14T18:00:06.266238Z,291,0.06,183,0.7,0,1,1,1.46,1.6,1,1,132.0,0.0,0,1.4,275,a,37,0.1,0.0,18.0,500,199,3.1,0.05,360,0,180,0,321,0.07,16350,70
194,Chris Richards,44,DEF,Crystal Palace,0,5,160,0.0,376,0.0,100.0,0,0.01,3.6,C.Richards,,332,1,0.0,6.69,False,0,0.0,6.0,5502,109,,0.0,0,,9,0.03,-1,1,0,338,100.0,64,205,2.0,102,,343,35,0,2024-09-27T15:30:06.509919Z,196,0.12,114,1.05,0,4,0,1.76,2.2,0,1,229.0,0.26,0,1.31,517,a,34,0.1,0.0,56.8,444,128,6.7,0.03,286,0,114,0,499,0.13,16385,56
195,Chadi Riad Dnanou,43,DEF,Crystal Palace,0,2,184,0.0,397,0.0,0.0,0,0.02,1.3,Chadi Riad,,401,0,0.0,1.39,False,0,0.02,0.0,1659,132,,0.0,0,Knee injury - Expected back 15 Dec,1,0.0,-2,0,0,495,0.0,129,192,0.2,127,,90,3,0,2024-08-28T16:30:04.488064Z,361,0.00,196,1.0,0,1,0,1.39,1.0,0,2,145.0,0.0,0,2.0,568,i,12,0.1,0.0,18.2,509,138,2.0,0.02,359,0,147,0,479,0.02,12405,47
196,Nathaniel Clyne,44,DEF,Crystal Palace,0,4,158,0.8,361,0.8,,0,0.02,6.4,Clyne,,354,1,0.8,5.99,False,0,0.01,3.0,5409,116,,0.2,0,,12,0.0,-1,0,0,360,,53,88,2.7,111,,293,41,0,,177,0.01,120,0.92,0,3,2,1.84,2.4,0,1,241.0,0.31,0,1.23,477,a,61,0.1,0.0,41.8,437,117,5.1,0.01,314,0,87,0,269,0.03,9140,97
197,Malcolm Ebiowei,45,MID,Crystal Palace,0,0,298,0.0,569,0.0,0.0,0,0.00,0.0,Ebiowei,,574,0,0.0,0.00,False,0,0.0,0.0,0,240,,0.0,0,Season long loan to Oxford United,0,0.0,0,0,0,548,0.0,243,206,0.0,237,,0,0,0,2024-08-06T17:23:26.723638Z,577,0.00,232,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,397,u,0,0.0,0.0,0.0,662,242,0.0,0.0,571,0,239,0,529,0.00,431,3
199,Eberechi Eze,66,MID,Crystal Palace,1,11,15,2.0,27,0.0,0.0,3,1.38,252.9,Eze,2.0,31,2,1.0,12.81,False,0,0.15,266.0,931830,23,1.0,0.3,0,Hamstring injury - 50% chance of playing,31,0.32,-4,0,1,24,50.0,37,82,4.7,45,1.0,810,144,0,2024-10-31T02:30:07.120686Z,87,2.92,13,1.0,0,9,0,1.42,3.4,1,4,241.0,0.22,0,1.22,40,d,282,8.6,0.0,158.2,53,23,67.6,0.47,132,0,21,0,184,4.30,3318377,38733
200,Marc Guéhi,45,DEF,Crystal Palace,1,15,21,4.0,219,4.0,,2,0.24,52.6,Guéhi,,60,2,4.0,16.17,False,0,0.02,110.0,420352,9,,0.9,0,,37,0.1,0,1,2,99,,18,12,8.2,2,,990,162,0,,83,1.06,9,1.0,0,11,1,1.47,3.4,0,0,241.0,0.18,0,1.36,375,a,11361,7.4,0.0,343.8,59,58,50.7,0.12,8,0,64,0,46,1.30,374349,12896
201,Dean Henderson,44,GKP,Crystal Palace,1,15,7,3.8,530,3.8,,3,0.00,0.0,Henderson,,168,2,3.8,16.17,False,0,0.0,4.0,511373,7,,0.9,39,,36,0.0,-1,1,0,349,,13,5,8.2,7,,990,130,0,,89,0.01,1,1.0,0,11,2,1.47,3.3,0,1,241.0,0.18,0,1.36,492,a,8133,10.5,3.55,296.6,41,57,30.1,0.0,19,0,26,0,53,0.01,1089147,21290
202,Rob Holding,43,DEF,Crystal Palace,0,0,168,0.0,513,0.0,,0,0.00,0.0,Holding,,528,0,0.0,0.00,False,0,0.0,0.0,1981,198,,0.0,0,,0,0.0,-2,0,0,484,,196,184,0.0,198,,0,0,0,,531,0.00,188,0.0,0,0,0,0.0,0.0,0,2,241.0,0.0,0,0.0,546,a,37,0.1,0.0,0.0,462,197,0.0,0.0,525,0,128,0,468,0.00,6421,90
203,Will Hughes,49,MID,Crystal Palace,0,7,228,1.2,120,0.0,0.0,0,0.37,115.9,Hughes,,235,1,1.2,7.98,False,0,0.07,35.0,2340,118,2.0,0.2,0,,9,0.07,-1,5,0,227,100.0,192,106,1.8,121,,453,45,0,2024-11-02T21:30:06.165599Z,394,0.36,127,0.79,0,4,0,1.59,1.0,0,1,241.0,0.2,0,1.39,249,a,28,0.0,0.0,65.8,558,89,21.5,0.14,269,0,160,0,229,0.73,4531,66
205,Daichi Kamada,51,MID,Crystal Palace,0,11,147,0.8,62,0.8,,0,0.51,166.8,Kamada,,132,1,0.0,10.30,False,1,0.07,73.0,12741,78,,0.2,0,Suspended until 07 Dec,14,0.08,-4,2,0,150,0.0,157,142,2.7,87,,616,74,0,2024-11-09T20:00:07.600072Z,323,0.56,93,1.02,0,7,-1,1.5,1.3,0,4,108.0,0.15,0,1.61,181,s,38,0.1,0.0,99.8,409,50,34.1,0.15,214,0,112,0,293,1.07,53558,903
206,Jefferson Lerma Solís,48,MID,Crystal Palace,0,5,204,0.5,210,0.0,0.0,0,0.40,56.2,Lerma,,283,1,0.2,6.02,False,0,0.09,18.0,3809,138,,0.1,0,Hamstring injury - 50% chance of playing,9,0.02,-2,3,0,283,50.0,154,153,1.9,133,,414,51,0,2024-10-27T22:00:06.083970Z,320,0.11,157,1.09,0,5,0,1.31,1.3,0,2,48.0,0.22,0,1.09,298,d,4,0.0,0.0,55.4,520,131,13.0,0.11,288,0,198,0,317,0.51,6856,150
207,Jean-Philippe Mateta,73,FWD,Crystal Palace,1,12,18,3.2,121,3.2,,6,0.38,114.4,Mateta,1.0,93,1,3.2,12.17,False,0,0.05,186.0,414464,18,,0.4,0,,35,0.39,-2,1,3,48,,20,21,4.8,20,,752,118,0,,106,3.22,18,1.08,0,9,2,1.46,3.2,0,2,73.0,0.12,0,1.44,20,a,1737,2.9,0.0,122.2,110,9,41.9,0.44,182,0,8,0,84,3.60,730263,12937
208,Matheus França de Oliveira,44,MID,Crystal Palace,0,0,85,0.0,545,0.0,0.0,0,0.00,0.0,M.França,,551,0,0.0,0.00,False,0,0.0,0.0,120511,227,,0.0,0,Groin Injury - Expected back 04 Jan,0,0.0,-1,0,0,521,0.0,230,192,0.0,224,,0,0,0,2024-09-27T15:30:06.533416Z,554,0.00,218,0.0,0,0,0,0.0,0.0,0,1,30.0,0.0,0,0.0,526,i,74,0.5,0.0,0.0,262,229,0.0,0.0,548,0,304,0,504,0.00,86749,1614
209,Remi Matthews,40,GKP,Crystal Palace,0,0,35,0.0,448,0.0,,0,0.00,0.0,Matthews,,466,0,0.0,0.00,False,0,0.0,0.0,17341,40,,0.0,0,,0,0.0,0,0,0,409,,40,32,0.0,40,,0,0,0,,469,0.00,13,0.0,0,0,0,0.0,0.0,0,0,241.0,0.0,0,0.0,598,a,49,0.6,0.0,0.0,241,22,0.0,0.0,463,0,50,0,392,0.00,54895,1609
210,Tyrick Mitchell,49,DEF,Crystal Palace,0,15,57,2.5,56,2.5,,0,1.12,180.6,Mitchell,,90,2,2.5,15.58,False,0,0.11,53.0,87262,18,,0.5,0,,26,0.03,-1,0,0,190,,56,36,5.3,34,,940,136,0,,180,0.30,44,1.05,0,11,1,1.49,2.4,1,1,241.0,0.19,0,1.44,273,a,1097,1.6,0.0,187.4,156,9,42.3,0.14,97,0,28,0,122,1.42,163488,4094
211,Daniel Muñoz,48,DEF,Crystal Palace,0,15,56,2.5,65,2.5,100.0,0,0.60,159.8,Muñoz,,68,2,2.5,15.01,False,0,0.06,138.0,110337,12,,0.5,0,,25,0.13,-2,4,0,81,100.0,60,35,5.2,36,,904,101,0,2024-10-05T18:00:07.079825Z,188,1.29,8,1.1,0,11,1,1.49,2.3,2,2,48.0,0.2,0,1.49,315,a,1000,1.7,0.0,184.6,153,13,48.3,0.19,101,0,37,0,121,1.89,367673,3641
212,David Ozoh,45,MID,Crystal Palace,0,0,303,0.0,601,0.0,0.0,0,0.00,0.0,Ozoh,,605,0,0.0,0.00,False,0,0.0,0.0,0,265,,0.0,0,Season long loan to Derby County,0,0.0,0,0,0,583,0.0,268,235,0.0,262,,0,0,0,2024-07-26T08:51:53.649693Z,608,0.00,258,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,447,u,0,0.0,0.0,0.0,670,267,0.0,0.0,602,0,275,0,565,0.00,279,1
213,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0,0,210,0.0,571,0.0,0.0,0,0.00,0.0,Rak-Sakyi,,576,0,0.0,0.00,False,0,0.0,0.0,755,242,,0.0,0,Loaned to Sheffield United,0,0.0,0,0,0,550,0.0,245,208,0.0,239,,0,0,0,2024-08-20T12:16:48.741122Z,579,0.00,234,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,399,u,0,0.0,0.0,0.0,529,244,0.0,0.0,573,0,241,0,531,0.00,18279,92
214,Jeffrey Schlupp,47,MID,Crystal Palace,0,1,176,0.8,269,0.8,,0,0.08,30.6,Schlupp,,328,0,0.8,1.15,False,0,0.11,27.0,6401,161,,0.2,0,,8,0.13,-3,0,0,242,,184,130,1.7,169,,63,29,0,,382,0.09,136,0.0,0,0,1,1.64,1.0,0,3,81.0,0.0,0,1.43,330,a,154,0.1,0.0,18.6,475,159,7.5,0.24,356,0,218,0,278,0.17,10987,199
215,Joel Ward,43,DEF,Crystal Palace,0,0,161,0.0,509,0.0,100.0,0,0.00,0.0,Ward,,525,0,0.0,0.00,False,0,0.0,0.0,2472,197,,0.0,0,,0,0.0,-2,0,0,477,100.0,195,179,0.0,197,,0,0,0,2024-11-01T16:30:07.610599Z,528,0.00,185,0.0,0,0,0,0.0,0.0,0,2,241.0,0.0,0,0.0,533,a,32,0.1,0.0,0.0,448,196,0.0,0.0,522,0,119,0,460,0.00,9195,65
216,Adam Wharton,47,MID,Crystal Palace,0,9,124,0.8,99,0.0,0.0,0,0.60,131.4,Wharton,,170,1,0.0,9.39,False,0,0.09,53.0,18118,92,4.0,0.2,0,Groin Injury - Expected back 30 Nov,15,0.03,-3,0,0,189,0.0,105,132,3.2,75,,621,104,0,2024-11-01T16:30:07.622710Z,240,0.22,112,1.16,0,8,0,1.36,1.9,0,3,241.0,0.14,1,1.3,343,i,21,0.2,0.0,112.6,351,74,29.7,0.12,193,-1,223,0,280,0.82,45488,891
445,Matt Turner,40,GKP,Crystal Palace,0,0,5,0.0,461,0.0,100.0,0,0.00,0.0,Turner,,479,0,0.0,0.00,False,0,0.0,0.0,211065,46,,0.0,0,,0,0.0,0,0,0,422,100.0,46,38,0.0,46,,0,0,0,2024-10-05T17:30:07.013947Z,480,0.00,19,0.0,0,0,0,0.0,0.0,0,0,229.0,0.0,0,0.0,616,a,1096,12.2,0.0,0.0,32,28,0.0,0.0,476,0,56,0,405,0.00,781340,13794
585,Ismaïla Sarr,57,MID,Crystal Palace,0,6,123,2.0,103,2.0,,0,1.25,128.1,I.Sarr,,112,1,2.0,6.62,False,0,0.24,198.0,18120,68,,0.4,0,,18,0.22,-3,1,0,43,,141,79,3.2,137,,476,77,0,,298,1.15,27,0.76,0,4,2,1.25,1.6,1,3,189.0,0.19,0,1.13,96,a,293,0.2,0.0,53.0,350,77,37.9,0.46,293,0,59,0,180,2.40,33296,690
644,Franco Umeh-Chibueze,45,MID,Crystal Palace,0,0,233,0.0,615,0.0,,0,0.00,0.0,Umeh-Chibueze,,619,0,0.0,0.00,False,0,0.0,0.0,4273,277,,0.0,0,,0,0.0,0,0,0,597,,279,247,0.0,274,,0,0,0,,621,0.00,270,0.0,0,0,0,0.0,0.0,0,0,104.0,0.0,0,0.0,462,a,30,0.0,0.0,0.0,569,279,0.0,0.0,616,0,288,0,579,0.00,2554,92
645,Justin Devenny,45,MID,Crystal Palace,0,1,280,0.5,288,0.5,,0,0.14,23.3,Devenny,,371,0,0.5,1.38,False,0,0.17,3.0,1402,183,,0.1,0,,2,0.14,0,0,0,361,,98,149,0.4,187,,73,10,0,,227,0.11,198,1.23,0,1,2,1.7,2.0,0,0,242.0,0.0,0,1.23,418,a,117,0.0,0.0,10.4,632,166,3.7,0.31,387,0,250,0,311,0.25,785,42
646,Asher Agbinone,45,MID,Crystal Palace,0,0,205,0.5,338,0.5,,0,0.01,10.6,Agbinone,,416,0,0.5,0.00,False,0,0.22,1.0,6700,206,,0.1,0,,2,0.45,0,0,0,383,,180,151,0.4,207,,4,4,0,,378,0.02,210,0.0,0,0,1,0.0,1.0,0,0,241.0,0.0,0,0.0,468,a,149,0.0,0.0,4.0,524,193,1.5,0.67,421,0,290,0,313,0.03,3391,153
647,Kaden Rodney,45,MID,Crystal Palace,0,0,246,0.0,599,0.0,,0,0.00,0.0,Rodney,,603,0,0.0,0.00,False,0,0.0,0.0,3073,264,,0.0,0,,0,0.0,0,0,0,581,,267,234,0.0,261,,0,0,0,,606,0.00,257,0.0,0,0,0,0.0,0.0,0,0,241.0,0.0,0,0.0,445,a,37,0.0,0.0,0.0,584,266,0.0,0.0,600,0,274,0,563,0.00,1780,72
650,Maxence Lacroix,45,DEF,Crystal Palace,0,10,147,2.0,253,2.0,,0,0.40,38.9,Lacroix,,239,2,2.0,10.92,False,0,0.05,20.0,17502,77,,0.4,0,,20,0.04,0,3,0,269,,49,55,4.4,58,,720,90,0,,166,0.30,81,1.0,0,8,0,1.36,2.5,1,0,73.0,0.25,0,1.25,393,a,266,0.1,0.0,150.6,406,75,21.0,0.09,145,0,75,0,167,0.70,7728,920
666,Caleb Kporha,40,DEF,Crystal Palace,0,0,204,0.2,373,0.2,,0,0.02,4.1,Kporha,,432,0,0.2,0.00,False,0,1.8,0.0,1162,147,,0.0,0,,1,0.0,0,0,0,469,,122,111,0.2,149,,1,4,0,,354,0.00,179,0.0,0,0,1,0.0,1.0,0,0,241.0,0.0,0,0.0,666,a,123,0.0,0.0,2.0,611,125,0.6,1.8,436,0,212,0,336,0.02,559,64
676,Zach Marsh,45,FWD,Crystal Palace,0,0,69,0.0,618,1.0,,0,0.00,0.0,Marsh,,622,0,1.0,0.00,False,0,0.0,0.0,3815,54,,0.0,0,,0,0.0,0,0,0,600,,56,52,0.0,54,,0,0,0,,624,0.00,54,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,466,a,3815,0.0,0.0,0.0,539,54,0.0,0.0,619,0,74,0,582,0.00,346,346
156,Armando Broja,54,FWD,Everton,0,0,64,0.0,665,0.0,0.0,0,0.00,0.0,Broja,,666,0,0.0,0.00,False,0,0.0,0.0,6471,68,,0.0,0,Foot injury - 50% chance of playing,0,0.0,-1,0,0,662,50.0,68,67,0.0,68,,0,0,0,2024-09-08T23:00:06.640099Z,665,0.00,68,0.0,0,0,0,0.0,0.0,0,1,2.0,0.0,0,0.0,138,d,13,0.1,0.0,0.0,505,68,0.0,0.0,666,0,39,0,652,0.00,12427,61
217,Abdoulaye Doucouré,51,MID,Everton,0,10,134,2.0,117,1.5,75.0,0,0.20,117.5,A.Doucoure,,212,3,2.0,10.95,False,0,0.03,47.0,13761,107,,0.4,0,,19,0.06,-4,0,0,203,100.0,94,75,3.7,114,,649,81,0,2024-11-01T10:30:06.244300Z,214,0.46,118,1.11,0,8,3,1.52,2.1,0,4,132.0,0.42,1,1.39,177,a,234,0.2,0.0,72.2,374,86,23.6,0.09,257,-1,110,0,176,0.66,45252,380
218,Norberto Bercique Gomes Betuncal,50,FWD,Everton,0,5,40,2.2,416,2.2,,2,0.00,0.3,Beto,,305,0,2.2,2.53,False,0,0.0,66.0,102319,33,,0.4,0,,13,1.02,0,0,1,162,,31,24,2.6,32,,95,42,0,,245,1.08,32,0.0,0,0,1,2.4,1.9,0,0,90.0,0.0,0,4.74,228,a,1521,0.6,0.0,41.2,232,44,10.7,1.02,316,0,50,0,149,1.08,94078,2497
219,Jarrad Branthwaite,48,DEF,Everton,0,1,82,2.0,383,2.0,100.0,0,0.02,2.9,Branthwaite,,364,1,2.0,1.79,False,0,0.01,0.0,26721,119,,0.4,0,,10,0.0,-2,0,0,620,100.0,51,56,2.1,108,,186,45,0,2024-10-04T00:00:05.702491Z,170,0.00,220,0.97,0,2,6,0.87,2.5,0,2,241.0,0.48,0,0.48,325,a,2797,0.8,0.0,43.2,220,131,4.6,0.01,311,0,39,0,171,0.02,176213,741
220,Dominic Calvert-Lewin,58,FWD,Everton,1,12,17,2.0,167,2.0,100.0,3,0.51,73.2,Calvert-Lewin,1.0,58,4,2.0,13.71,False,0,0.05,322.0,890176,14,,0.3,0,,35,0.36,-2,1,2,17,100.0,19,27,6.0,19,,898,91,0,2024-09-18T19:30:06.748871Z,105,3.62,10,1.1,0,11,2,1.37,3.2,1,2,241.0,0.4,0,1.2,91,a,829,3.2,0.0,133.0,105,19,52.7,0.41,170,0,28,0,181,4.13,773486,28458
221,Séamus Coleman,43,DEF,Everton,0,3,192,0.0,398,0.0,0.0,0,0.01,1.1,Coleman,,370,0,0.0,2.22,False,0,0.01,21.0,2529,122,,0.0,0,Hamstring injury - Unknown return date,1,0.62,-2,0,0,263,0.0,125,180,0.2,128,,90,-1,0,2024-11-07T23:00:07.780654Z,357,0.62,79,1.0,0,1,0,2.22,1.0,0,2,104.0,0.0,0,3.0,534,i,10,0.0,0.0,16.6,555,139,3.9,0.63,366,0,120,0,461,0.63,4993,149
222,Idrissa Gueye,49,MID,Everton,0,14,190,2.2,164,2.2,100.0,0,0.52,76.7,Gana,,215,2,2.2,12.08,False,0,0.06,51.0,5646,109,,0.4,0,,19,0.09,-1,1,0,194,100.0,108,63,3.9,92,,733,95,0,2024-09-19T14:30:05.586621Z,243,0.76,113,0.98,0,8,2,1.48,1.9,0,1,189.0,0.25,0,1.72,246,a,69,0.1,0.0,97.0,498,107,22.5,0.15,219,0,159,0,144,1.28,7741,151
223,James Garner,50,MID,Everton,0,4,265,0.0,296,0.0,0.0,0,0.05,20.9,Garner,,326,1,0.0,4.49,False,0,0.02,5.0,1039,160,,0.0,0,Back injury - Unknown return date,7,0.02,0,1,0,346,0.0,114,277,1.4,136,2.0,251,36,0,2024-10-17T14:00:07.870350Z,260,0.05,190,0.72,0,2,0,1.61,1.8,0,0,241.0,0.36,0,1.43,214,i,4,0.0,0.0,54.0,609,170,7.9,0.04,291,0,136,0,625,0.10,2572,29
