id,name,now_cost,position,team,expected_goals_conceded_per_90,ep_next,cost_change_start_fall,expected_goal_involvements_per_90,creativity,selected_rank,now_cost_rank,status,creativity_rank,bps,in_dreamteam,red_cards,bonus,goals_scored,ict_index_rank,chance_of_playing_next_round,threat_rank,now_cost_rank_type,goals_conceded_per_90,expected_goals_per_90,yellow_cards,expected_assists_per_90,own_goals,saves,ep_this,chance_of_playing_this_round,direct_freekicks_order,transfers_out,starts_per_90,clean_sheets_per_90,points_per_game_rank_type,threat_rank_type,creativity_rank_type,points_per_game_rank,transfers_in,form_rank_type,expected_goals,value_form,transfers_in_event,news_added,transfers_out_event,dreamteam_count,influence_rank_type,clean_sheets,saves_per_90,expected_goals_conceded,total_points,form_rank,penalties_saved,points_per_game,assists,cost_change_event,news,influence_rank,region,web_name,expected_goal_involvements,goals_conceded,selected_by_percent,cost_change_start,influence,form,corners_and_indirect_freekicks_order,cost_change_event_fall,ict_index_rank_type,value_season,expected_assists,ict_index,starts,penalties_missed,penalties_order,event_points,selected_rank_type,minutes,threat
574,Miodrag Pivaš,40,DEF,Newcastle,0.0,0.0,0,0.0,0.0,473,667,u,507,0,False,0,0,0,525,0.0,470,210,0.0,0.0,0,0.0,0,0,0.0,0.0,,10141,0.0,0.0,193,179,194,528,2653,171,0.00,0.0,0,2024-09-10T11:08:18.853575Z,68,0,195,0,0.0,0.00,0,447,0,0.0,0,0,Loaned to Willem II,521,,Pivas,0.00,0,0.1,0,0.0,0.0,,0,195,0.0,0.00,0.0,0,0,,0,171,0,0.0
590,William Osula,50,FWD,Newcastle,4.32,0.3,0,0.0,0.0,400,237,a,664,10,False,0,0,0,446,,383,53,9.0,0.0,0,0.0,0,0,0.3,,,20148,0.0,0.0,42,45,68,407,17293,40,0.00,0.1,197,,348,0,46,0,0.0,0.48,4,344,0,1.0,0,0,,444,58.0,Osula,0.00,1,0.2,0,1.0,0.3,,0,45,0.8,0.00,0.3,0,0,,0,57,10,2.0
26,Álex Moreno Lopera,44,DEF,Nott'm Forest,1.05,3.7,1,0.13,73.1,220,483,a,181,100,False,0,1,0,229,,280,90,1.32,0.02,2,0.11,0,0,2.7,,,65833,1.18,0.39,26,85,43,105,80249,17,0.14,0.8,3559,,1244,1,68,3,0.0,8.00,28,63,0,3.1,1,0,,175,200.0,Alex Moreno,0.94,10,0.8,-1,138.2,3.7,,0,73,6.4,0.80,23.1,9,0,,1,83,684,20.0
422,Ola Aina,48,DEF,Nott'm Forest,1.02,5.3,-3,0.08,100.7,32,299,a,147,187,False,0,8,1,150,100.0,252,32,1.04,0.01,2,0.07,0,0,3.2,75.0,,496979,1.04,0.35,7,74,33,51,1653817,6,0.11,1.1,69594,2024-11-21T08:30:09.347848Z,23274,3,25,4,0.0,11.81,48,23,0,4.0,0,0,,78,157.0,Aina,0.90,12,12.5,3,216.2,5.3,,0,38,10.0,0.79,34.4,12,0,,0,12,1041,27.0
423,Elliot Anderson,50,MID,Nott'm Forest,1.12,1.0,0,0.24,207.1,351,208,d,53,157,False,0,2,0,76,75.0,92,131,1.29,0.1,3,0.14,0,0,0.2,75.0,,26194,1.15,0.43,79,57,43,175,29399,112,0.71,0.3,80,2024-11-13T15:30:08.535910Z,1722,0,51,3,0.0,7.78,28,220,0,2.5,3,0,Foot injury - 75% chance of playing,143,241.0,Anderson,1.69,9,0.2,0,165.4,1.3,3.0,0,48,5.6,0.98,49.7,8,0,,0,121,627,126.0
424,Taiwo Awoniyi,56,FWD,Nott'm Forest,1.17,1.3,4,0.27,12.0,307,102,a,332,24,False,0,0,0,354,,219,30,1.6,0.23,0,0.04,0,0,0.3,,,90780,1.07,0.0,37,36,36,351,26038,26,0.44,0.2,512,,575,0,37,0,0.0,2.20,10,226,0,1.1,0,0,,398,157.0,Awoniyi,0.51,3,0.3,-4,9.8,1.3,,0,38,1.8,0.07,6.0,2,0,,2,49,169,44.0
425,Willy Boly,43,DEF,Nott'm Forest,1.21,0.0,2,0.07,0.2,418,541,a,424,13,False,0,0,0,370,100.0,293,122,0.99,0.07,0,0.0,0,0,-1.0,100.0,,21030,0.99,0.0,102,91,150,306,6534,182,0.07,0.0,100,2024-09-11T12:30:07.170970Z,149,0,119,0,0.0,1.22,3,465,0,1.5,0,0,,338,54.0,Boly,0.07,1,0.1,-2,32.0,0.0,,0,122,0.7,0.00,4.9,1,0,,0,150,91,17.0
426,Josh Bowler,45,MID,Nott'm Forest,0.0,0.0,0,0.0,0.0,588,387,u,572,0,False,0,0,0,577,0.0,550,234,0.0,0.0,0,0.0,0,0,0.0,0.0,,5866,0.0,0.0,239,229,238,580,1220,194,0.00,0.0,0,2024-08-31T08:19:22.292913Z,35,0,233,0,0.0,0.00,0,524,0,0.0,0,0,Loaned to  Preston North End,573,,Bowler,0.00,0,0.0,0,0.0,0.0,,0,236,0.0,0.00,0.0,0,0,,0,250,0,0.0
427,Carlos Miguel dos Santos Pereira,42,GKP,Nott'm Forest,0.0,0.0,3,0.0,0.0,381,578,a,515,0,False,0,0,0,532,,481,38,0.0,0.0,0,0.0,0,0,-1.0,,,26640,0.0,0.0,61,35,44,535,7797,55,0.00,0.0,135,,205,0,61,0,0.0,0.00,0,456,0,0.0,0,0,,528,30.0,C.Miguel,0.00,0,0.2,-3,0.0,0.0,,0,61,0.0,0.00,0.0,0,0,,0,55,0,0.0
428,Eric da Silva Moreira,45,MID,Nott'm Forest,0.0,0.3,0,0.0,0.0,483,459,a,621,3,False,0,0,0,625,,602,286,0.0,0.0,0,0.0,0,0,-0.7,,,7653,0.0,0.0,183,270,278,382,6167,156,0.00,0.1,79,,173,0,273,0,0.0,0.00,1,325,0,1.0,0,0,,621,80.0,Da Silva Moreira,0.00,0,0.1,0,0.0,0.3,,0,276,0.2,0.00,0.0,0,0,,0,179,1,0.0
429,Danilo dos Santos de Oliveira,47,MID,Nott'm Forest,1.8,0.0,3,0.0,0.1,619,344,i,432,1,False,0,0,0,639,0.0,620,224,0.0,0.0,0,0.0,0,0,0.0,0.0,,5228,6.43,0.0,191,280,224,390,524,251,0.00,0.0,6,2024-08-17T20:00:06.172553Z,13,0,283,0,0.0,0.28,1,598,0,1.0,0,0,Ankle injury - Unknown return date,636,30.0,Danilo,0.00,0,0.0,-3,0.0,0.0,,0,285,0.2,0.00,0.0,1,0,,0,271,14,0.0
430,Emmanuel Dennis,49,FWD,Nott'm Forest,0.0,0.0,1,0.0,0.0,321,268,a,644,0,False,0,0,0,649,,635,57,0.0,0.0,0,0.0,0,0,-1.0,,,40326,0.0,0.0,63,60,61,650,37635,61,0.00,0.0,479,,918,0,62,0,0.0,0.00,0,618,0,0.0,0,0,,648,157.0,Dennis,0.00,0,0.3,-1,0.0,0.0,,0,62,0.0,0.00,0.0,0,0,,0,51,0,0.0
431,Nicolás Domínguez,48,MID,Nott'm Forest,1.23,2.3,2,0.15,60.4,543,316,a,211,76,False,0,0,0,216,,136,210,1.09,0.11,3,0.04,0,0,1.3,,,3386,1.09,0.31,153,88,128,319,2620,61,0.72,0.5,142,,103,0,86,2,0.0,7.94,14,142,0,1.4,0,0,,212,10.0,Dominguez,0.97,7,0.0,-2,109.6,2.3,,0,107,2.9,0.25,25.5,7,0,,2,217,579,85.0
432,Anthony Elanga,52,MID,Nott'm Forest,1.04,2.2,3,0.26,208.2,226,171,d,52,88,False,0,0,0,108,75.0,95,104,1.17,0.09,1,0.17,0,0,2.0,100.0,2.0,205946,1.17,0.39,95,59,42,213,63892,48,0.72,0.6,753,2024-11-23T22:30:08.527966Z,3870,0,102,3,0.0,8.02,26,102,0,2.2,2,0,Knock - 75% chance of playing,237,206.0,Elanga,1.99,9,0.8,-3,96.2,3.0,2.0,0,65,5.0,1.27,42.8,9,0,,1,74,691,121.0
433,Morgan Gibbs-White,63,MID,Nott'm Forest,0.88,1.0,2,0.31,179.8,193,58,d,64,82,False,1,2,1,89,75.0,54,36,0.86,0.17,1,0.14,0,0,0.3,100.0,4.0,541926,1.15,0.43,78,34,50,172,183252,116,1.16,0.2,734,2024-11-23T22:30:08.545151Z,3825,0,89,3,0.0,6.16,21,227,0,2.6,0,0,Ankle injury - 75% chance of playing,215,241.0,Gibbs-White,2.14,6,1.1,-2,107.0,1.3,,0,53,3.3,0.98,47.1,8,0,2.0,0,58,627,184.0
434,Callum Hudson-Odoi,54,MID,Nott'm Forest,0.83,4.3,1,0.23,268.7,127,133,a,30,185,False,0,3,2,44,100.0,57,78,0.93,0.11,1,0.12,0,0,3.3,100.0,,386842,1.03,0.41,38,36,24,88,281713,22,1.04,0.8,12342,2024-10-23T08:00:07.622507Z,7835,1,48,4,0.0,8.05,40,48,0,3.3,1,0,,137,241.0,Hudson-Odoi,2.20,9,2.3,-1,170.0,4.3,,0,31,7.4,1.16,61.4,10,0,,2,39,874,179.0
435,Alex Mighten,45,MID,Nott'm Forest,0.0,0.0,0,0.0,0.0,606,386,u,571,0,False,0,0,0,576,0.0,549,233,0.0,0.0,0,0.0,0,0,0.0,0.0,,3743,0.0,0.0,238,228,237,579,689,193,0.00,0.0,0,2024-08-29T11:09:56.647313Z,25,0,232,0,0.0,0.00,0,523,0,0.0,0,0,Season long loan to Port Vale,572,,Mighten,0.00,0,0.0,0,0.0,0.0,,0,235,0.0,0.00,0.0,0,0,,0,261,0,0.0
436,Murillo Santiago Costa dos Santos,46,DEF,Nott'm Forest,1.04,4.7,-1,0.09,99.1,111,353,a,151,190,False,0,3,1,77,,138,53,1.08,0.05,1,0.04,0,0,3.7,,3.0,71611,1.0,0.33,8,20,35,58,283205,9,0.55,1.0,30388,,4384,0,6,4,0.0,12.48,45,34,0,3.8,0,0,,22,30.0,Murillo,1.01,13,2.7,1,309.2,4.7,,0,13,9.8,0.46,49.3,12,0,,1,45,1080,83.0
437,Neco Williams,43,DEF,Nott'm Forest,1.0,0.3,2,0.19,63.1,285,556,a,202,54,False,0,0,0,238,,158,135,0.7,0.14,3,0.05,0,0,-0.7,,,57908,0.7,0.23,105,28,53,316,40310,103,0.59,0.1,429,,549,0,92,1,0.0,4.29,14,315,0,1.4,0,0,,250,244.0,N.Williams,0.79,3,0.4,-2,82.2,0.3,,0,76,3.3,0.20,22.1,3,0,,1,105,387,74.0
438,Omar Richards,45,DEF,Nott'm Forest,0.0,0.0,0,0.0,0.0,599,373,u,566,0,False,0,0,0,571,0.0,544,63,0.0,0.0,0,0.0,0,0,0.0,0.0,,4638,0.0,0.0,218,215,220,574,33,212,0.00,0.0,0,2024-08-22T11:19:23.101534Z,17,0,220,0,0.0,0.00,0,517,0,0.0,0,0,Loaned to Rio Ave,567,,O.Richards,0.00,0,0.0,0,0.0,0.0,,0,220,0.0,0.00,0.0,0,0,,0,202,0,0.0
439,Lewis O'Brien,50,MID,Nott'm Forest,0.0,0.0,0,0.0,0.0,682,213,u,653,0,False,0,0,0,656,0.0,648,135,0.0,0.0,0,0.0,0,0,0.0,0.0,,117,0.0,0.0,297,295,297,656,0,277,0.00,0.0,0,2024-08-01T07:01:57.624673Z,0,0,296,0,0.0,0.00,0,631,0,0.0,0,0,On loan to Los Angeles Football Club for the rest of the season,655,,O'Brien,0.00,0,0.0,0,0.0,0.0,,0,297,0.0,0.00,0.0,0,0,,0,309,0,0.0
440,Andrew Omobamidele,43,DEF,Nott'm Forest,0.0,0.0,2,0.0,0.0,504,566,a,530,0,False,0,0,0,543,,502,143,0.0,0.0,0,0.0,0,0,-1.0,,,4306,0.0,0.0,204,198,205,546,805,190,0.00,0.0,25,,66,0,206,0,0.0,0.00,0,476,0,0.0,0,0,,539,104.0,Omobamidele,0.00,0,0.1,-2,0.0,0.0,,0,206,0.0,0.00,0.0,0,0,,0,183,0,0.0
441,Jonathan Panzo,40,DEF,Nott'm Forest,0.0,0.0,0,0.0,0.0,679,611,u,460,0,False,0,0,0,479,0.0,420,172,0.0,0.0,0,0.0,0,0,0.0,0.0,,121,0.0,0.0,163,147,165,481,0,136,0.00,0.0,0,2024-07-18T09:44:17.568948Z,1,0,166,0,0.0,0.00,0,394,0,0.0,0,0,On a season long loan to Rio Ave,475,,Panzo,0.00,0,0.0,0,0.0,0.0,,0,166,0.0,0.00,0.0,0,0,,0,226,0,0.0
442,Ibrahim Sangaré,44,MID,Nott'm Forest,0.84,0.0,1,0.04,16.4,211,495,i,319,26,False,0,0,0,338,0.0,283,299,0.85,0.01,2,0.03,0,0,0.0,0.0,,293114,1.27,0.42,158,158,185,325,165007,180,0.02,0.0,343,2024-09-12T15:00:06.800627Z,3024,0,157,1,0.0,1.98,4,489,0,1.3,0,0,Hamstring injury - Unknown return date,331,54.0,Sangaré,0.08,2,0.9,-1,38.8,0.0,,0,169,0.9,0.06,7.4,3,0,,0,66,212,19.0
443,Matz Sels,47,GKP,Nott'm Forest,1.04,3.3,-2,0.0,0.1,56,330,a,431,162,False,0,6,0,210,100.0,616,11,1.08,0.0,2,0.0,0,33,2.3,100.0,,264655,1.0,0.33,5,61,10,34,894123,10,0.00,0.7,17369,2024-10-12T11:00:07.468908Z,9598,1,13,4,2.75,12.48,52,80,0,4.3,1,0,,47,21.0,Sels,0.04,13,7.4,2,263.2,3.3,,0,14,11.1,0.04,26.5,12,0,,2,11,1080,0.0
444,Harry Toffolo,43,DEF,Nott'm Forest,1.68,0.0,2,0.07,3.0,502,546,a,384,0,False,0,0,0,409,,341,126,2.5,0.05,0,0.02,0,0,-1.0,,,5367,0.0,0.0,126,114,132,365,1146,185,0.02,0.0,37,,78,0,141,0,0.0,0.67,1,469,0,1.0,0,0,,399,241.0,Toffolo,0.03,1,0.1,-2,9.6,0.0,,0,137,0.2,0.01,1.9,0,0,,0,182,36,6.0
446,Hwang Ui-jo,45,FWD,Nott'm Forest,0.0,0.0,0,0.0,0.0,179,371,u,564,0,False,0,0,0,569,0.0,542,64,0.0,0.0,0,0.0,0,0,0.0,0.0,,348518,0.0,0.0,51,47,49,572,317328,46,0.00,0.0,0,2024-09-10T11:39:20.038647Z,5275,0,48,0,0.0,0.00,0,515,0,0.0,0,0,Transferred to Alanyaspor,565,114.0,Ui-jo,0.00,0,1.4,0,0.0,0.0,,0,49,0.0,0.00,0.0,0,0,,0,33,0,0.0
447,Chris Wood,66,FWD,Nott'm Forest,0.95,3.3,-6,0.46,104.1,11,39,a,145,273,False,0,15,8,29,100.0,18,18,0.98,0.44,1,0.02,0,0,2.3,100.0,,1239404,1.08,0.49,6,11,13,12,3083380,13,4.45,0.5,52614,2024-10-26T11:00:07.644070Z,96934,1,4,5,0.0,9.63,69,85,0,5.8,0,0,,23,154.0,Wood,4.64,10,23.2,6,305.0,3.3,,0,6,10.5,0.19,74.4,11,0,1.0,1,2,915,333.0
448,Joe Worrall,45,DEF,Nott'm Forest,0.0,0.0,0,0.0,0.0,585,374,u,567,0,False,0,0,0,572,0.0,545,64,0.0,0.0,0,0.0,0,0,0.0,0.0,,4986,0.0,0.0,219,216,221,575,71,213,0.00,0.0,0,2024-08-26T10:09:19.430328Z,10,0,221,0,0.0,0.00,0,518,0,0.0,0,0,Transferred to Burnley,568,,Worrall,0.00,0,0.0,0,0.0,0.0,,0,221,0.0,0.00,0.0,0,0,,0,198,0,0.0
449,Ryan Yates,49,MID,Nott'm Forest,1.11,1.7,1,0.17,148.6,312,262,a,92,144,False,0,3,1,98,100.0,76,170,1.0,0.14,4,0.03,0,0,0.7,100.0,,40228,0.8,0.3,72,47,68,166,52986,85,1.44,0.3,623,2024-08-30T04:00:05.695621Z,1696,0,58,3,0.0,11.05,31,184,0,2.6,1,0,,161,241.0,Yates,1.76,10,0.3,-1,152.6,1.7,,0,59,6.3,0.32,45.6,8,0,,1,103,896,155.0
531,James Ward-Prowse,62,MID,Nott'm Forest,1.27,1.0,3,0.1,60.9,244,63,a,207,44,False,1,0,0,311,100.0,331,40,1.83,0.01,0,0.09,0,0,0.0,100.0,1.0,151292,1.14,0.23,163,180,125,333,19817,137,0.06,0.2,641,2024-10-25T22:30:06.650947Z,599,0,152,1,0.0,5.54,9,266,0,1.3,0,0,,318,241.0,Ward-Prowse,0.45,8,0.6,-3,45.6,1.0,1.0,0,152,1.5,0.39,11.6,5,0,,2,80,394,9.0
573,Nikola Milenković,45,DEF,Nott'm Forest,1.02,2.7,0,0.19,46.8,192,379,a,242,142,False,0,0,0,186,,139,68,1.09,0.15,1,0.04,0,0,1.7,,,45584,1.0,0.36,14,21,67,74,136057,36,1.68,0.6,3931,,1486,0,53,4,0.0,11.26,37,122,0,3.4,1,0,,131,190.0,Milenković,2.10,12,1.1,0,173.4,2.7,,0,50,8.2,0.42,30.2,11,0,,1,74,990,82.0
596,João Pedro Ferreira Silva,59,MID,Nott'm Forest,1.14,1.0,1,0.25,56.4,433,88,a,221,55,False,0,0,0,260,100.0,174,55,1.4,0.11,1,0.14,0,0,0.0,100.0,,15708,0.0,0.0,171,107,137,348,9275,135,0.32,0.2,237,2024-11-01T10:30:06.942890Z,255,0,136,0,0.0,3.26,13,264,0,1.2,1,0,,295,173.0,Jota Silva,0.72,4,0.1,-1,59.0,1.0,,0,129,2.2,0.40,18.2,0,0,,1,156,257,66.0
620,Ramón Sosa,55,MID,Nott'm Forest,0.64,1.0,0,0.8,74.2,529,125,a,179,57,False,0,0,1,256,,210,76,1.5,0.59,0,0.21,0,0,0.0,,,2776,0.0,0.0,142,122,114,303,3301,134,0.79,0.2,151,,104,0,131,0,0.0,0.86,13,262,0,1.6,0,0,,287,168.0,Sosa,1.07,2,0.0,0,63.6,1.0,4.0,0,125,2.4,0.28,18.5,0,0,,1,209,120,48.0
653,Felipe Rodrigues da Silva,45,DEF,Nott'm Forest,2.04,0.0,0,0.0,1.6,568,414,a,396,25,False,0,0,0,384,,568,82,0.0,0.0,0,0.0,0,0,-1.0,,,1154,0.0,0.0,132,219,138,376,1798,216,0.00,0.0,111,,102,0,121,0,0.0,1.47,5,541,0,1.0,0,0,,340,30.0,Morato,0.00,0,0.0,0,31.4,0.0,,0,128,1.1,0.00,3.3,0,0,,0,197,65,0.0
14,Aaron Ramsdale,44,GKP,Southampton,2.26,0.0,1,0.0,0.0,144,504,i,543,102,False,0,2,0,212,0.0,516,24,2.11,0.0,1,0.0,0,36,0.0,0.0,,180143,1.0,0.11,19,50,58,130,256826,11,0.00,0.7,87,2024-11-12T14:30:07.315514Z,13094,1,15,1,4.0,20.33,26,91,0,2.9,0,0,Hand injury - Expected back 22 Dec,50,241.0,Ramsdale,0.01,19,1.9,-1,261.6,3.0,,0,15,5.9,0.01,26.2,9,0,,0,21,810,0.0
27,Cameron Archer,50,FWD,Southampton,2.32,1.2,0,0.54,27.8,126,217,a,288,80,False,0,4,2,161,,42,47,1.78,0.52,0,0.02,0,0,0.2,,,279497,0.89,0.15,26,16,32,191,378038,24,3.52,0.3,4674,,14519,1,25,1,0.0,15.60,28,190,0,2.3,0,0,,244,241.0,Archer,3.63,12,2.3,0,86.4,1.7,,0,25,5.6,0.11,33.1,6,1,2.0,1,21,606,215.0
188,Lesley Ugochukwu,45,MID,Southampton,2.58,0.2,0,0.12,30.8,300,435,a,279,18,False,0,0,0,355,,347,266,3.46,0.09,1,0.03,0,0,-0.8,,,45244,0.87,0.0,180,189,166,378,43078,140,0.21,0.2,226,,927,0,170,0,0.0,5.96,6,283,0,1.0,0,0,,357,73.0,Ugochukwu,0.27,8,0.3,0,22.8,0.7,,0,176,1.3,0.06,5.9,2,0,,1,99,208,6.0
397,Ryan Fraser,48,MID,Southampton,2.48,0.2,2,0.05,23.7,572,293,a,301,16,False,1,0,0,357,100.0,326,194,3.75,0.01,0,0.04,0,0,-0.8,100.0,,3591,1.25,0.0,223,177,175,449,1684,141,0.02,0.1,20,2024-11-01T16:30:08.020367Z,28,0,160,0,0.0,5.94,3,285,0,0.6,0,0,,341,243.0,Fraser,0.11,9,0.0,-2,31.4,0.7,,0,178,0.6,0.09,5.6,3,0,,2,235,216,9.0
450,Carlos Alcaraz Durán,49,MID,Southampton,0.0,0.0,1,1.0,15.9,587,286,u,322,4,False,0,0,0,373,0.0,287,188,0.0,0.7,0,0.3,0,0,0.0,0.0,,9766,0.0,0.0,200,161,187,404,1072,272,0.07,0.0,0,2024-08-30T09:48:28.633540Z,24,0,197,0,0.0,0.00,1,626,0,1.0,0,0,Permanent transfer to Flamengo,406,,Alcaraz,0.10,0,0.0,-1,8.4,0.0,,0,186,0.2,0.03,4.3,0,0,,0,249,9,19.0
451,Samuel Amo-Ameyaw,44,MID,Southampton,0.0,-0.5,1,1.5,15.0,434,523,a,324,4,False,0,0,0,398,,344,304,0.0,0.2,0,1.3,0,0,-1.5,,,12881,0.0,0.0,176,187,188,373,11350,183,0.02,0.0,999,,352,0,207,0,0.0,0.00,1,502,0,1.0,0,0,,422,241.0,Amo-Ameyaw,0.15,0,0.1,-1,4.0,0.0,,0,199,0.2,0.13,2.5,0,0,,0,157,9,6.0
452,Joe Aribo,49,MID,Southampton,2.59,0.8,1,0.26,78.1,487,256,a,175,116,False,0,2,1,175,,101,164,2.21,0.18,0,0.08,0,0,-0.2,,,9239,0.83,0.0,89,65,111,206,8557,104,1.27,0.3,66,,233,0,79,0,0.0,18.71,24,210,0,2.2,0,0,,201,157.0,Aribo,1.83,16,0.1,-1,118.8,1.3,,0,97,4.9,0.56,31.3,6,0,,1,181,651,114.0
453,Adam Armstrong,51,FWD,Southampton,1.95,4.8,4,0.43,68.3,239,178,a,191,76,False,0,2,2,165,,77,44,1.53,0.36,3,0.07,0,0,3.8,,,206072,1.02,0.17,25,26,25,184,104191,7,2.12,1.0,6117,,1605,0,22,1,0.0,11.47,22,24,0,2.4,1,0,,218,241.0,Armstrong,2.52,9,0.6,-4,103.6,5.3,,0,26,4.3,0.40,32.7,6,1,1.0,7,41,530,155.0
454,Gavin Bazunu,43,GKP,Southampton,0.0,0.0,2,0.0,0.0,435,564,i,529,0,False,0,0,0,542,0.0,501,37,0.0,0.0,0,0.0,0,0,0.0,0.0,,22025,0.0,0.0,67,46,54,545,1722,64,0.00,0.0,27,2024-08-23T09:30:06.171400Z,125,0,67,0,0.0,0.00,0,475,0,0.0,0,0,Achilles injury - Expected back 15 Feb,538,104.0,Bazunu,0.00,0,0.1,-2,0.0,0.0,,0,67,0.0,0.00,0.0,0,0,,0,60,0,0.0
455,Jan Bednarek,40,DEF,Southampton,2.12,0.0,0,0.07,47.3,103,602,i,240,100,False,0,0,0,167,0.0,318,166,1.93,0.0,3,0.07,0,0,0.0,0.0,,245274,1.01,0.09,101,104,65,305,415773,50,0.01,0.5,621,2024-11-21T08:30:09.393120Z,18421,0,15,1,0.0,23.03,17,153,0,1.5,0,0,Knee injury - Expected back 07 Dec,44,172.0,Bednarek,0.77,21,3.0,0,269.4,2.0,,0,42,4.2,0.76,32.6,11,0,,0,43,980,10.0
456,Armel Bella-Kotchap,39,DEF,Southampton,0.0,-0.5,1,0.0,0.0,265,679,a,434,0,False,0,0,0,454,,393,222,0.0,0.0,0,0.0,0,0,-1.5,,,26819,0.0,0.0,153,134,153,457,36924,122,0.00,0.0,816,,765,0,155,0,0.0,0.00,0,366,0,0.0,0,0,,450,80.0,Bella-Kotchap,0.00,0,0.5,-1,0.0,0.0,,0,155,0.0,0.00,0.0,0,0,,0,98,0,0.0
457,James Bree,39,DEF,Southampton,3.88,-0.5,1,0.14,10.7,332,676,a,343,4,False,0,0,0,421,,390,219,0.0,0.0,0,0.14,0,0,-1.5,,,11919,0.0,0.0,116,131,109,354,17812,119,0.00,0.0,919,,518,0,148,0,0.0,0.56,1,363,0,1.0,0,0,,427,241.0,Bree,0.02,0,0.3,-1,3.6,0.0,,0,143,0.3,0.02,1.4,0,0,,0,121,13,0.0
458,Shea Charles,45,MID,Southampton,0.0,0.0,0,0.0,0.0,557,405,u,583,0,False,0,0,0,588,0.0,561,244,0.0,0.0,0,0.0,0,0,0.0,0.0,,6907,0.0,0.0,248,238,247,591,1091,203,0.00,0.0,0,2024-08-29T11:10:39.600629Z,51,0,242,0,0.0,0.00,0,535,0,0.0,0,0,Has joined Sheffield Wednesday on a season-long loan,584,,Charles,0.00,0,0.0,0,0.0,0.0,,0,245,0.0,0.00,0.0,0,0,,0,227,0,0.0
459,Samuel Edozie,49,MID,Southampton,0.44,0.0,1,0.21,19.0,630,282,u,312,6,False,0,0,0,367,0.0,272,185,0.0,0.0,1,0.21,0,0,0.0,0.0,,2518,0.0,0.0,226,151,180,454,463,270,0.00,0.0,0,2024-09-10T11:28:17.403794Z,9,0,193,0,0.0,0.31,1,623,0,0.5,0,0,Loaned to Anderlecht,397,,Edozie,0.15,0,0.0,-1,9.8,0.0,,0,183,0.2,0.15,5.1,0,0,,0,278,64,22.0
460,Ronnie Edwards,39,DEF,Southampton,0.0,-0.5,1,0.0,0.0,301,680,a,435,0,False,0,0,0,455,,394,223,0.0,0.0,0,0.0,0,0,-1.5,,,15798,0.0,0.0,154,135,154,458,25431,123,0.00,0.0,944,,688,0,156,0,0.0,0.00,0,367,0,0.0,0,0,,451,241.0,Edwards,0.00,0,0.3,-1,0.0,0.0,,0,156,0.0,0.00,0.0,0,0,,0,113,0,0.0
461,Taylor Harwood-Bellis,41,DEF,Southampton,2.14,1.8,-1,0.12,97.6,45,582,a,154,94,False,0,0,1,86,,108,156,1.9,0.11,4,0.01,0,0,0.8,,,617411,1.04,0.09,77,11,36,242,663616,42,1.16,0.6,8421,,10866,0,13,1,0.0,22.52,23,136,0,1.9,0,0,,41,241.0,Harwood-Bellis,1.31,20,9.9,1,272.0,2.3,,0,18,5.6,0.15,47.8,11,0,,1,17,949,107.0
462,Kamaldeen Sulemana,50,MID,Southampton,4.8,-0.5,0,0.12,0.3,651,228,a,423,7,False,0,0,0,425,100.0,355,144,6.0,0.12,0,0.0,0,0,-1.5,100.0,,793,0.0,0.0,201,195,221,406,481,283,0.02,0.0,26,2024-08-05T15:00:04.500770Z,20,0,201,0,0.0,0.80,2,641,0,1.0,0,0,,411,81.0,Kamaldeen,0.02,1,0.0,0,7.0,0.0,,0,210,0.4,0.00,1.2,0,0,,0,290,15,5.0
463,Adam Lallana,50,MID,Southampton,1.64,0.1,0,0.17,67.1,562,185,d,195,57,False,0,1,0,277,50.0,278,116,1.44,0.04,4,0.13,0,0,-0.8,100.0,,4559,1.44,0.0,156,155,119,322,2877,145,0.15,0.1,57,2024-11-25T09:30:07.787290Z,109,0,125,0,0.0,5.69,11,292,0,1.4,2,0,Hamstring injury - 50% chance of playing,276,241.0,Lallana,0.59,5,0.0,0,70.6,0.7,,0,134,2.2,0.44,15.8,5,0,,0,232,312,21.0
464,Juan Larios López,40,DEF,Southampton,0.0,-0.5,0,0.0,0.0,466,654,a,496,0,False,0,0,0,514,100.0,458,198,0.0,0.0,0,0.0,0,0,-1.5,100.0,,5604,0.0,0.0,182,168,184,516,2525,159,0.00,0.0,27,2024-08-16T11:00:06.405628Z,76,0,185,0,0.0,0.00,0,434,0,0.0,0,0,,510,200.0,Larios,0.00,0,0.1,0,0.0,0.0,,0,185,0.0,0.00,0.0,0,0,,0,169,0,0.0
465,Mateusz Lis,40,GKP,Southampton,0.0,0.0,0,0.0,0.0,439,609,u,458,0,False,0,0,0,477,0.0,418,52,0.0,0.0,0,0.0,0,0,0.0,0.0,,15615,0.0,0.0,42,14,23,479,888,35,0.00,0.0,0,2024-08-23T12:38:57.742902Z,126,0,42,0,0.0,0.00,0,392,0,0.0,0,0,Transferred to Göztepe,473,,Lis,0.00,0,0.1,0,0.0,0.0,,0,42,0.0,0.00,0.0,0,0,,0,62,0,0.0
